session_id	original_session_id
ses-770249773	ses-770249773
ses-770254746	ses-770254746
ses-770255570	ses-770255570
ses-770268132	ses-770268132
ses-770268530	ses-770268530
ses-770275508	ses-770275508
ses-770275704	ses-770275704
ses-770307186	ses-770307186
ses-770320403	ses-770320403
ses-770337117	ses-770337117
ses-770369639	ses-770369639
ses-770401953	ses-770401953
ses-770414910	ses-770414910
ses-770466500	ses-770466500
ses-770466547	ses-770466547
ses-770511337	ses-770511337
ses-770516164	ses-770516164
ses-770544130	ses-770544130
ses-770581820	ses-770581820
ses-770611279	ses-770611279
ses-770611326	ses-770611326
ses-770645870	ses-770645870
ses-770650192	ses-770650192
ses-770658533	ses-770658533
ses-770662658	ses-770662658
