session_id	original_session_id
ses-720827966	ses-720827966
ses-720828198	ses-720828198
ses-720828324	ses-720828324
ses-720834255	ses-720834255
ses-720838509	ses-720838509
ses-720845876	ses-720845876
ses-720845905	ses-720845905
ses-720850095	ses-720850095
ses-720850964	ses-720850964
ses-720856105	ses-720856105
ses-720856351	ses-720856351
ses-720862313	ses-720862313
ses-720864592	ses-720864592
ses-720871145	ses-720871145
ses-720878765	ses-720878765
ses-721549850	ses-721549850
ses-721570928	ses-721570928
